Id,Id2,Geography,"April 1, 2010 - Census","April 1, 2010 - Estimates Base",Population Estimate (as of July 1) - 2014
310M200US43140,43140,"Shelby, NC Micro Area",98078,98083,97076
310M200US43180,43180,"Shelbyville, TN Micro Area",45058,45058,46627
310M200US43220,43220,"Shelton, WA Micro Area",60699,60699,60711
310M200US43260,43260,"Sheridan, WY Micro Area",29116,29116,30032
310M200US43300,43300,"Sherman-Denison, TX Metro Area",120877,120877,123534
310M200US43320,43320,"Show Low, AZ Micro Area",107449,107494,108101
310M200US43340,43340,"Shreveport-Bossier City, LA Metro Area",439811,439811,445142
310M200US43380,43380,"Sidney, OH Micro Area",49423,49423,48951
310M200US43420,43420,"Sierra Vista-Douglas, AZ Metro Area",131346,131357,127448
310M200US43460,43460,"Sikeston, MO Micro Area",39191,39187,38903
310M200US43500,43500,"Silver City, NM Micro Area",29514,29514,29096
310M200US43580,43580,"Sioux City, IA-NE-SD Metro Area",168563,168563,168806
310M200US43620,43620,"Sioux Falls, SD Metro Area",228261,228264,248351
310M200US43660,43660,"Snyder, TX Micro Area",16921,16921,17328
310M200US43700,43700,"Somerset, KY Micro Area",63063,63063,63825
310M200US43740,43740,"Somerset, PA Micro Area",77742,77748,76218
310M200US43760,43760,"Sonora, CA Micro Area",55365,55365,53831
310M200US43780,43780,"South Bend-Mishawaka, IN-MI Metro Area",319224,319215,319226
310M200US43900,43900,"Spartanburg, SC Metro Area",313268,313268,321418
310M200US43940,43940,"Spearfish, SD Micro Area",24097,24097,24657
310M200US43980,43980,"Spencer, IA Micro Area",16667,16667,16515
310M200US44020,44020,"Spirit Lake, IA Micro Area",16667,16667,16935
310M200US44060,44060,"Spokane-Spokane Valley, WA Metro Area",527753,527753,540953
310M200US44100,44100,"Springfield, IL Metro Area",210170,210170,211567
310M200US44140,44140,"Springfield, MA Metro Area",621570,621705,629100
310M200US44180,44180,"Springfield, MO Metro Area",436712,436712,452297
310M200US44220,44220,"Springfield, OH Metro Area",138333,138333,136554
310M200US44260,44260,"Starkville, MS Micro Area",47671,47671,49414
310M200US44300,44300,"State College, PA Metro Area",153990,153981,158742
310M200US44340,44340,"Statesboro, GA Micro Area",70217,70217,72087
310M200US44420,44420,"Staunton-Waynesboro, VA Metro Area",118502,118502,119766
310M200US44460,44460,"Steamboat Springs, CO Micro Area",23509,23509,23865
310M200US44500,44500,"Stephenville, TX Micro Area",37890,37890,40147
310M200US44540,44540,"Sterling, CO Micro Area",22709,22709,22524
310M200US44580,44580,"Sterling, IL Micro Area",58498,58498,56876
310M200US44620,44620,"Stevens Point, WI Micro Area",70019,70019,70482
310M200US44660,44660,"Stillwater, OK Micro Area",77350,77350,80264
310M200US44700,44700,"Stockton-Lodi, CA Metro Area",685306,685308,715597
310M200US44740,44740,"Storm Lake, IA Micro Area",20260,20260,20578
310M200US44780,44780,"Sturgis, MI Micro Area",61295,61295,60946
310M200US44860,44860,"Sulphur Springs, TX Micro Area",35161,35161,35921
310M200US44900,44900,"Summerville, GA Micro Area",26015,26015,24939
310M200US44920,44920,"Summit Park, UT Micro Area",36324,36324,39105
310M200US44940,44940,"Sumter, SC Metro Area",107456,107463,107919
310M200US44980,44980,"Sunbury, PA Micro Area",94528,94517,93944
310M200US45000,45000,"Susanville, CA Micro Area",34895,34895,31749
310M200US45020,45020,"Sweetwater, TX Micro Area",15216,15217,15093
310M200US45060,45060,"Syracuse, NY Metro Area",662577,662578,661478
310M200US45140,45140,"Tahlequah, OK Micro Area",46987,46985,48341
310M200US45180,45180,"Talladega-Sylacauga, AL Micro Area",93830,94049,92208
310M200US45220,45220,"Tallahassee, FL Metro Area",367413,368770,375751
310M200US45300,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2783243,2783514,2915582
310M200US45340,45340,"Taos, NM Micro Area",32937,32940,33084
310M200US45380,45380,"Taylorville, IL Micro Area",34800,34800,33892
310M200US45460,45460,"Terre Haute, IN Metro Area",172425,172422,171480
310M200US45500,45500,"Texarkana, TX-AR Metro Area",149198,149195,149235
310M200US45520,45520,"The Dalles, OR Micro Area",25213,25213,25515
310M200US45540,45540,"The Villages, FL Metro Area",93420,93420,114350
310M200US45580,45580,"Thomaston, GA Micro Area",27153,27153,26256
310M200US45620,45620,"Thomasville, GA Micro Area",44720,44719,44959
310M200US45660,45660,"Tiffin, OH Micro Area",56745,56745,55669
310M200US45700,45700,"Tifton, GA Micro Area",40118,40122,40704
310M200US45740,45740,"Toccoa, GA Micro Area",26175,26175,25480
310M200US45780,45780,"Toledo, OH Metro Area",610001,610001,607456
310M200US45820,45820,"Topeka, KS Metro Area",233870,233868,233758
310M200US45860,45860,"Torrington, CT Micro Area",189927,189927,184993
310M200US45900,45900,"Traverse City, MI Micro Area",143372,143372,147610
310M200US45940,45940,"Trenton, NJ Metro Area",366513,367508,371537
310M200US45980,45980,"Troy, AL Micro Area",32899,32899,33389
310M200US46020,46020,"Truckee-Grass Valley, CA Micro Area",98764,98748,98893
310M200US46060,46060,"Tucson, AZ Metro Area",980263,980263,1004516
310M200US46100,46100,"Tullahoma-Manchester, TN Micro Area",100210,100209,101344
310M200US46140,46140,"Tulsa, OK Metro Area",937478,937528,969224
310M200US46180,46180,"Tupelo, MS Micro Area",136268,136268,139723
310M200US46220,46220,"Tuscaloosa, AL Metro Area",230162,230159,237761
310M200US46300,46300,"Twin Falls, ID Micro Area",99604,99604,103732
310M200US46340,46340,"Tyler, TX Metro Area",209714,209714,218842
310M200US46380,46380,"Ukiah, CA Micro Area",87841,87840,87869
310M200US46460,46460,"Union City, TN-KY Micro Area",38620,38620,37206
310M200US46500,46500,"Urbana, OH Micro Area",40097,40097,39128
310M200US46520,46520,"Urban Honolulu, HI Metro Area",953207,953207,991788
310M200US46540,46540,"Utica-Rome, NY Metro Area",299397,299382,296615
310M200US46620,46620,"Uvalde, TX Micro Area",26405,26405,27117
310M200US46660,46660,"Valdosta, GA Metro Area",139588,139665,143317
310M200US46700,46700,"Vallejo-Fairfield, CA Metro Area",413344,413344,431131
310M200US46740,46740,"Valley, AL Micro Area",34215,34170,34076
310M200US46780,46780,"Van Wert, OH Micro Area",28744,28744,28462
310M200US46820,46820,"Vermillion, SD Micro Area",13864,13864,13932
310M200US46860,46860,"Vernal, UT Micro Area",32588,32586,36867
310M200US46900,46900,"Vernon, TX Micro Area",13535,13535,12973
310M200US46980,46980,"Vicksburg, MS Micro Area",58377,58371,57063
310M200US47020,47020,"Victoria, TX Metro Area",94003,94003,98630
310M200US47080,47080,"Vidalia, GA Micro Area",36346,36346,36273
310M200US47180,47180,"Vincennes, IN Micro Area",38440,38440,37938
310M200US47220,47220,"Vineland-Bridgeton, NJ Metro Area",156898,156898,157389
310M200US47240,47240,"Vineyard Haven, MA Micro Area",16535,16535,17356
310M200US47260,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1676822,1676817,1716624
310M200US47300,47300,"Visalia-Porterville, CA Metro Area",442179,442182,458198
310M200US47340,47340,"Wabash, IN Micro Area",32888,32888,32252
310M200US47380,47380,"Waco, TX Metro Area",252772,252772,260430
310M200US47420,47420,"Wahpeton, ND-MN Micro Area",22897,22897,22927
310M200US47460,47460,"Walla Walla, WA Metro Area",62859,62859,63829
310M200US47540,47540,"Wapakoneta, OH Micro Area",45949,45949,45841
310M200US47580,47580,"Warner Robins, GA Metro Area",179605,179605,187516
310M200US47620,47620,"Warren, PA Micro Area",41815,41815,40703
310M200US47660,47660,"Warrensburg, MO Micro Area",52595,52595,54362
310M200US47700,47700,"Warsaw, IN Micro Area",77358,77356,78564
310M200US47780,47780,"Washington, IN Micro Area",31648,31654,32729
310M200US47820,47820,"Washington, NC Micro Area",47759,47773,47585
310M200US47900,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",5636232,5636406,6033737
310M200US47920,47920,"Washington Court House, OH Micro Area",29030,29030,28800
310M200US47940,47940,"Waterloo-Cedar Falls, IA Metro Area",167819,167819,169993
310M200US47980,47980,"Watertown, SD Micro Area",27227,27227,27938
310M200US48020,48020,"Watertown-Fort Atkinson, WI Micro Area",83686,83681,84395
310M200US48060,48060,"Watertown-Fort Drum, NY Metro Area",116229,116229,119103
310M200US48100,48100,"Wauchula, FL Micro Area",27731,27731,27469
310M200US48140,48140,"Wausau, WI Metro Area",134063,134063,135780
310M200US48180,48180,"Waycross, GA Micro Area",55070,55064,54506
310M200US48220,48220,"Weatherford, OK Micro Area",27469,27469,29500
310M200US48260,48260,"Weirton-Steubenville, WV-OH Metro Area",124454,124454,121336
310M200US48300,48300,"Wenatchee, WA Metro Area",110884,110887,114392
310M200US48460,48460,"West Plains, MO Micro Area",40400,40400,40173
310M200US48540,48540,"Wheeling, WV-OH Metro Area",147950,147950,145205
310M200US48580,48580,"Whitewater-Elkhorn, WI Micro Area",102228,102228,103527
310M200US48620,48620,"Wichita, KS Metro Area",630919,630919,641076
310M200US48660,48660,"Wichita Falls, TX Metro Area",151306,151476,151536
310M200US48700,48700,"Williamsport, PA Metro Area",116111,116108,116508
310M200US48780,48780,"Williston, ND Micro Area",22398,22398,32130
310M200US48820,48820,"Willmar, MN Micro Area",42239,42239,42285
310M200US48900,48900,"Wilmington, NC Metro Area",254884,254884,272548
310M200US48940,48940,"Wilmington, OH Micro Area",42040,42037,41835
310M200US48980,48980,"Wilson, NC Micro Area",81234,81234,81401
310M200US49020,49020,"Winchester, VA-WV Metro Area",128472,128473,133403
310M200US49080,49080,"Winnemucca, NV Micro Area",16528,16525,17279
310M200US49100,49100,"Winona, MN Micro Area",51461,51461,51097
310M200US49180,49180,"Winston-Salem, NC Metro Area",640595,640577,655015
310M200US49220,49220,"Wisconsin Rapids-Marshfield, WI Micro Area",74749,74749,73608
310M200US49260,49260,"Woodward, OK Micro Area",20081,20081,21529
310M200US49300,49300,"Wooster, OH Micro Area",114520,114514,115537
310M200US49340,49340,"Worcester, MA-CT Metro Area",916980,916976,930473
310M200US49380,49380,"Worthington, MN Micro Area",21378,21378,21590
310M200US49420,49420,"Yakima, WA Metro Area",243231,243231,247687
310M200US49460,49460,"Yankton, SD Micro Area",22438,22438,22684
310M200US49620,49620,"York-Hanover, PA Metro Area",434972,435002,440755
310M200US49660,49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",565773,565804,553263
310M200US49700,49700,"Yuba City, CA Metro Area",166892,166892,169813
310M200US49740,49740,"Yuma, AZ Metro Area",195751,195750,203247
310M200US49780,49780,"Zanesville, OH Micro Area",86074,86074,85818
310M200US49820,49820,"Zapata, TX Micro Area",14018,14018,14319
